"Date","Region","Merchant category","Amount CHF","Number of transactions"
"2019-01-09","Lake Geneva","Retail: Fuel stations",2055865.89,46400
"2019-01-09","Lake Geneva","Retail: Other goods",11073698.19,107982
"2019-01-09","Lake Geneva","Transport services",608079.93,23126
"2019-01-09","Northwestern","Accommodation",309717.16,3314
"2019-01-09","Northwestern","Food and beverage services",721373.03,23636
"2019-01-09","Northwestern","Other",1440203.35,10631
"2019-01-09","Northwestern","Retail: Food, beverage, tobacco",4284282.88,124667
"2019-01-09","Northwestern","Retail: Fuel stations",1279460.03,27728
"2019-01-09","Northwestern","Retail: Other goods",4986216.78,58847
"2019-01-09","Northwestern","Transport services",222882.85,9094
"2019-01-09","Ticino","Accommodation",108168.07,633
"2019-01-09","Ticino","Food and beverage services",278295.82,6610
"2019-01-09","Ticino","Other",886546.26,2700
"2019-01-09","Ticino","Retail: Food, beverage, tobacco",928831.2,24151
"2019-01-09","Ticino","Retail: Fuel stations",739544.67,13146
"2019-01-09","Ticino","Retail: Other goods",1641273.54,14526
"2019-01-09","Ticino","Transport services",20162.57,1199
"2019-01-09","Zurich","Accommodation",1040928.26,21309
"2019-01-09","Zurich","Food and beverage services",2690131.41,96395
"2019-01-09","Zurich","Other",2552316.63,17463
"2019-01-09","Zurich","Retail: Food, beverage, tobacco",7891004.14,285179
"2019-01-09","Zurich","Retail: Fuel stations",1344299.35,30241
"2019-01-09","Zurich","Retail: Other goods",9792539,103207
"2019-01-09","Zurich","Transport services",268549.66,10723
"2019-01-10","9999","Accommodation",218,3
"2019-01-10","9999","Food and beverage services",8302.5,698
"2019-01-10","9999","Other",1455,1
"2019-01-10","9999","Retail: Food, beverage, tobacco",167.9,7
"2019-01-10","9999","Retail: Fuel stations",23694.25,548
"2019-01-10","9999","Retail: Other goods",1545.15,20
"2019-01-10","Central","Accommodation",563188.59,2789
"2019-01-10","Central","Food and beverage services",654599.560000001,18629
"2019-01-10","Central","Other",1014694.46,6485
"2019-01-10","Central","Retail: Food, beverage, tobacco",3708342.21,92972
"2019-01-10","Central","Retail: Fuel stations",1018651.03,21106
"2019-01-10","Central","Retail: Other goods",4111747.93,41883
"2019-01-10","Central","Transport services",97092.7,4999
"2019-01-10","Eastern","Accommodation",1483151.95,3663
"2019-01-10","Eastern","Food and beverage services",715776.5,20947
"2019-01-10","Eastern","Other",1143798.03,6724
"2019-01-10","Eastern","Retail: Food, beverage, tobacco",4455780.89,102578
"2019-01-10","Eastern","Retail: Fuel stations",1413015.42,29315
"2019-01-10","Eastern","Retail: Other goods",4753882.44,50288
"2019-01-10","Eastern","Transport services",243507.57,4254
"2019-01-10","Espace Mittelland","Accommodation",783108.87,5060
"2019-01-10","Espace Mittelland","Food and beverage services",1282302.55,37054
"2019-01-10","Espace Mittelland","Other",1774104.08,11321
"2019-01-10","Espace Mittelland","Retail: Food, beverage, tobacco",7918383.1,211916
"2019-01-10","Espace Mittelland","Retail: Fuel stations",2248501.89,47290
"2019-01-10","Espace Mittelland","Retail: Other goods",8696697.3,95608
"2019-01-10","Espace Mittelland","Transport services",157169.58,7159
"2019-01-10","Lake Geneva","Accommodation",2048438.83,8550
"2019-01-10","Lake Geneva","Food and beverage services",3019463.65,87447
"2019-01-10","Lake Geneva","Other",3289814.13,19306
"2019-01-10","Lake Geneva","Retail: Food, beverage, tobacco",8401216.67000001,221448
"2019-01-10","Lake Geneva","Retail: Fuel stations",2187173.69,49819
"2019-01-10","Lake Geneva","Retail: Other goods",12039660.72,116213
"2019-01-10","Lake Geneva","Transport services",910057.81,27124
"2019-01-10","Northwestern","Accommodation",401034,3725
"2019-01-10","Northwestern","Food and beverage services",828196.79,26002
"2019-01-10","Northwestern","Other",1421205.61,10525
"2019-01-10","Northwestern","Retail: Food, beverage, tobacco",4409766.83,125656
"2019-01-10","Northwestern","Retail: Fuel stations",1333592.25,29007
"2019-01-10","Northwestern","Retail: Other goods",4896608.66,57211
"2019-01-10","Northwestern","Transport services",211070.86,9229
"2019-01-10","Ticino","Accommodation",118218.92,729
"2019-01-10","Ticino","Food and beverage services",297045.83,7472
"2019-01-10","Ticino","Other",885124.35,2715
"2019-01-10","Ticino","Retail: Food, beverage, tobacco",1001562.15,26018
"2019-01-10","Ticino","Retail: Fuel stations",769172.99,13682
"2019-01-10","Ticino","Retail: Other goods",1830041.75,16411
"2019-01-10","Ticino","Transport services",19993.76,1354
"2019-01-10","Zurich","Accommodation",1087970.88,22399
"2019-01-10","Zurich","Food and beverage services",2974739.89,103642
"2019-01-10","Zurich","Other",2519497.97,16479
"2019-01-10","Zurich","Retail: Food, beverage, tobacco",7472217.21,277916
"2019-01-10","Zurich","Retail: Fuel stations",1336118.33,30561
"2019-01-10","Zurich","Retail: Other goods",8740920.99000001,92579
"2019-01-10","Zurich","Transport services",239822.32,10443
"2019-01-11","9999","Accommodation",389.5,5
"2019-01-11","9999","Food and beverage services",7323.9,627
"2019-01-11","9999","Retail: Food, beverage, tobacco",185.95,8
"2019-01-11","9999","Retail: Fuel stations",28460.02,618
"2019-01-11","9999","Retail: Other goods",1455.8,34
"2019-01-11","Central","Accommodation",677696.67,3909
"2019-01-11","Central","Food and beverage services",969460.340000001,22980
"2019-01-11","Central","Other",1212573.06,7813
"2019-01-11","Central","Retail: Food, beverage, tobacco",6137749.68999999,120452
"2019-01-11","Central","Retail: Fuel stations",1190537.19,24237
"2019-01-11","Central","Retail: Other goods",5560106.35,53372
"2019-01-11","Central","Transport services",211079.37,6735
"2019-01-11","Eastern","Accommodation",1870673.26,5420
"2019-01-11","Eastern","Food and beverage services",1147657.7,27741
"2019-01-11","Eastern","Other",1499554.34,8637
"2019-01-11","Eastern","Retail: Food, beverage, tobacco",7226384.77,134522
"2019-01-11","Eastern","Retail: Fuel stations",1757603.54,35645
"2019-01-11","Eastern","Retail: Other goods",6187754.88,63416
"2019-01-11","Eastern","Transport services",521521.91,7726
"2019-01-11","Espace Mittelland","Accommodation",968634.990000001,5804
"2019-01-11","Espace Mittelland","Food and beverage services",1783197.03,44132
"2019-01-11","Espace Mittelland","Other",1961930.27,13473
"2019-01-11","Espace Mittelland","Retail: Food, beverage, tobacco",11939292.35,253848
"2019-01-11","Espace Mittelland","Retail: Fuel stations",2543360.52,52833
"2019-01-11","Espace Mittelland","Retail: Other goods",9893647.01,109014
"2019-01-11","Espace Mittelland","Transport services",241591.12,8409
"2019-01-11","Lake Geneva","Accommodation",2450125.83,9847
"2019-01-11","Lake Geneva","Food and beverage services",3984786.11,101824
"2019-01-11","Lake Geneva","Other",3827969.27,23397
"2019-01-11","Lake Geneva","Retail: Food, beverage, tobacco",11797823.42,258096
"2019-01-11","Lake Geneva","Retail: Fuel stations",2546336.08,56422
"2019-01-11","Lake Geneva","Retail: Other goods",13877498.72,127476
"2019-01-11","Lake Geneva","Transport services",909766.98,27793
"2019-01-11","Northwestern","Accommodation",464161.51,3875
"2019-01-11","Northwestern","Food and beverage services",1084282.13,30005
"2019-01-11","Northwestern","Other",1633405.68,12323
"2019-01-11","Northwestern","Retail: Food, beverage, tobacco",6487420.55,148825
"2019-01-11","Northwestern","Retail: Fuel stations",1524644.74,33145
"2019-01-11","Northwestern","Retail: Other goods",6048659.63,67487
"2019-01-11","Northwestern","Transport services",181175.4,9791
"2019-01-11","Ticino","Accommodation",137512.66,804
"2019-01-11","Ticino","Food and beverage services",387298.54,8248
"2019-01-11","Ticino","Other",700839.36,2923
"2019-01-11","Ticino","Retail: Food, beverage, tobacco",1093692.3,26133
"2019-01-11","Ticino","Retail: Fuel stations",848735.66,15728
"2019-01-11","Ticino","Retail: Other goods",1799995.37,15373
"2019-01-11","Ticino","Transport services",16322.51,1400
"2019-01-11","Zurich","Accommodation",1279169.95,20908
"2019-01-11","Zurich","Food and beverage services",3977702.01,117431
"2019-01-11","Zurich","Other",2954005.06,20490
"2019-01-11","Zurich","Retail: Food, beverage, tobacco",11206675.43,325683
"2019-01-11","Zurich","Retail: Fuel stations",1603429.11,35602
"2019-01-11","Zurich","Retail: Other goods",11008690.8,115709
"2019-01-11","Zurich","Transport services",294487.26,11614
"2019-01-12","9999","Accommodation",1322,10
"2019-01-12","9999","Food and beverage services",3910.3,251
"2019-01-12","9999","Retail: Food, beverage, tobacco",220.55,5
"2019-01-12","9999","Retail: Fuel stations",27143.93,618
"2019-01-12","9999","Retail: Other goods",2633.3,51
"2019-01-12","Central","Accommodation",683680.04,5230
"2019-01-12","Central","Food and beverage services",1082345.08,20255
"2019-01-12","Central","Other",1028536.52,7522
"2019-01-12","Central","Retail: Food, beverage, tobacco",7078855.15,123134
"2019-01-12","Central","Retail: Fuel stations",1152387.86,22688
"2019-01-12","Central","Retail: Other goods",8104415.79,70436
"2019-01-12","Central","Transport services",481655.95,11388
"2019-01-12","Eastern","Accommodation",2300612.8,7219
"2019-01-12","Eastern","Food and beverage services",1550437.05,29946
"2019-01-12","Eastern","Other",1087699.25,8143
"2019-01-12","Eastern","Retail: Food, beverage, tobacco",9007176.72,149246
"2019-01-12","Eastern","Retail: Fuel stations",1683498.65,33454
"2019-01-12","Eastern","Retail: Other goods",9376977.7,89650
"2019-01-12","Eastern","Transport services",929151.81,14223
"2019-01-12","Espace Mittelland","Accommodation",936163.91,5458
"2019-01-12","Espace Mittelland","Food and beverage services",2028222.21,41829
"2019-01-12","Espace Mittelland","Other",1459942.33,12662
"2019-01-12","Espace Mittelland","Retail: Food, beverage, tobacco",13794489.79,254653
"2019-01-12","Espace Mittelland","Retail: Fuel stations",2394020.25,49522
"2019-01-12","Espace Mittelland","Retail: Other goods",13238919.28,137556
"2019-01-12","Espace Mittelland","Transport services",466205.88,11721
"2019-01-12","Lake Geneva","Accommodation",2261990.24,9737
"2019-01-12","Lake Geneva","Food and beverage services",4042968.15,83693
"2019-01-12","Lake Geneva","Other",2596790.36,22905
"2019-01-12","Lake Geneva","Retail: Food, beverage, tobacco",14936352.14,268137
"2019-01-12","Lake Geneva","Retail: Fuel stations",2297002.5,49676
"2019-01-12","Lake Geneva","Retail: Other goods",19609487.9,170527
"2019-01-12","Lake Geneva","Transport services",1341744.18,31359
"2019-01-12","Northwestern","Accommodation",364631.19,1901
"2019-01-12","Northwestern","Food and beverage services",1163841.54,25840
"2019-01-12","Northwestern","Other",1435421.41,11995
"2019-01-12","Northwestern","Retail: Food, beverage, tobacco",8983810.1,165523
"2019-01-12","Northwestern","Retail: Fuel stations",1444850.35,30200
"2019-01-12","Northwestern","Retail: Other goods",10622197.63,101967
"2019-01-12","Northwestern","Transport services",159021.4,9469
"2019-01-12","Ticino","Accommodation",110347.37,915
"2019-01-12","Ticino","Food and beverage services",475823.32,6359
"2019-01-12","Ticino","Other",396696.48,2842
"2019-01-12","Ticino","Retail: Food, beverage, tobacco",1641881.18,30626
"2019-01-12","Ticino","Retail: Fuel stations",733025.76,14491
"2019-01-12","Ticino","Retail: Other goods",3130358.55,25636
"2019-01-12","Ticino","Transport services",27792.84,1365
"2019-01-12","Zurich","Accommodation",819593.62,5573
"2019-01-12","Zurich","Food and beverage services",3693546.9,81859
"2019-01-12","Zurich","Other",2514631.83,20832
"2019-01-12","Zurich","Retail: Food, beverage, tobacco",15873741.28,327594
"2019-01-12","Zurich","Retail: Fuel stations",1525809.3,32001
"2019-01-12","Zurich","Retail: Other goods",17150340.21,157714
"2019-01-12","Zurich","Transport services",191968.26,12779
"2019-01-13","9999","Food and beverage services",1846.75,81
"2019-01-13","9999","Retail: Food, beverage, tobacco",169.4,3
"2019-01-13","9999","Retail: Fuel stations",22843.38,595
"2019-01-13","9999","Retail: Other goods",2521,11
"2019-01-13","Central","Accommodation",883299.41,4025
"2019-01-13","Central","Food and beverage services",598449.17,12475
"2019-01-13","Central","Other",323191.5,4057
"2019-01-13","Central","Retail: Food, beverage, tobacco",303469.04,14759
"2019-01-13","Central","Retail: Fuel stations",884313.49,19854
"2019-01-13","Central","Retail: Other goods",492607.58,3235
"2019-01-13","Central","Transport services",136993.75,4334
"2019-01-13","Eastern","Accommodation",2254600.73,6037
"2019-01-13","Eastern","Food and beverage services",782850.73,16240
"2019-01-13","Eastern","Other",378944.73,4544
"2019-01-13","Eastern","Retail: Food, beverage, tobacco",406285.94,15543
"2019-01-13","Eastern","Retail: Fuel stations",1283651.47,28458
"2019-01-13","Eastern","Retail: Other goods",639338.79,5767
"2019-01-13","Eastern","Transport services",230605.88,4484
"2019-01-13","Espace Mittelland","Accommodation",1073902.18,4130
"2019-01-13","Espace Mittelland","Food and beverage services",1062525.87,23139
"2019-01-13","Espace Mittelland","Other",378406.17,6956
"2019-01-13","Espace Mittelland","Retail: Food, beverage, tobacco",711845.91,35634
"2019-01-13","Espace Mittelland","Retail: Fuel stations",1857460.26,43335
"2019-01-13","Espace Mittelland","Retail: Other goods",942878.39,5712
"2019-01-13","Espace Mittelland","Transport services",133916.11,4317
"2019-01-13","Lake Geneva","Accommodation",2194244.08,9055
"2019-01-13","Lake Geneva","Food and beverage services",2321904.71,52527
"2019-01-13","Lake Geneva","Other",818000.14,11114
"2019-01-13","Lake Geneva","Retail: Food, beverage, tobacco",950190.569999999,34853
"2019-01-13","Lake Geneva","Retail: Fuel stations",1846887.53,45179
"2019-01-13","Lake Geneva","Retail: Other goods",1010956.73,11386
"2019-01-13","Lake Geneva","Transport services",484100.01,13395
"2019-01-13","Northwestern","Accommodation",261788.71,1668
"2019-01-13","Northwestern","Food and beverage services",642418.6,15237
"2019-01-13","Northwestern","Other",442314.69,6600
"2019-01-13","Northwestern","Retail: Food, beverage, tobacco",497720.45,22100
"2019-01-13","Northwestern","Retail: Fuel stations",1124594.69,26963
"2019-01-13","Northwestern","Retail: Other goods",107724.77,2431
"2019-01-13","Northwestern","Transport services",86059.56,4921
"2019-01-13","Ticino","Accommodation",152651.04,965
"2019-01-13","Ticino","Food and beverage services",302921.64,4292
"2019-01-13","Ticino","Other",161594.35,1350
"2019-01-13","Ticino","Retail: Food, beverage, tobacco",39858.5,2167
"2019-01-13","Ticino","Retail: Fuel stations",596261.18,13045
"2019-01-13","Ticino","Retail: Other goods",1059521.06,7838
"2019-01-13","Ticino","Transport services",16615.95,843
"2019-01-13","Zurich","Accommodation",732727.91,3807
"2019-01-13","Zurich","Food and beverage services",2162937.49,54524
"2019-01-13","Zurich","Other",1020054.22,11607
"2019-01-13","Zurich","Retail: Food, beverage, tobacco",1109459.25,57172
"2019-01-13","Zurich","Retail: Fuel stations",1257376.14,32047
"2019-01-13","Zurich","Retail: Other goods",871362.22,14963
"2019-01-13","Zurich","Transport services",166230.09,8474
"2019-01-14","9999","Accommodation",841.8,3
"2019-01-14","9999","Food and beverage services",6976.85,594
"2019-01-14","9999","Retail: Food, beverage, tobacco",66.3,4
"2019-01-14","9999","Retail: Fuel stations",24642.62,554
"2019-01-14","9999","Retail: Other goods",1126.65,21
"2019-01-14","Central","Accommodation",341506.11,2225
"2019-01-14","Central","Food and beverage services",474746.05,15571
"2019-01-14","Central","Other",806790.31,5146
"2019-01-14","Central","Retail: Food, beverage, tobacco",3761919.81,97182
"2019-01-14","Central","Retail: Fuel stations",1001537.64,20454
"2019-01-14","Central","Retail: Other goods",4448335.41,39756
"2019-01-14","Central","Transport services",71279.81,4436
"2019-01-14","Eastern","Accommodation",972673.79,2734
"2019-01-14","Eastern","Food and beverage services",475221.56,17241
"2019-01-14","Eastern","Other",945073.08,5931
"2019-01-14","Eastern","Retail: Food, beverage, tobacco",4538736.76,108493
"2019-01-14","Eastern","Retail: Fuel stations",1354143.89,28053
"2019-01-14","Eastern","Retail: Other goods",4218580.7,49063
"2019-01-14","Eastern","Transport services",125918.33,2892
"2019-01-14","Espace Mittelland","Accommodation",693284.43,4073
"2019-01-14","Espace Mittelland","Food and beverage services",791110.72,28483
"2019-01-14","Espace Mittelland","Other",1311078.7,8934
