"Date","Channel","Merchant category","Amount CHF","Number of transactions"
"2019-02-05","E-comm","Retail: Food, beverage, tobacco",801229.1,5230
"2019-02-05","E-comm","Retail: Other goods",4725067.54,28168
"2019-02-05","POS","Retail: Food, beverage, tobacco",36506367.5200001,1071974
"2019-02-05","POS","Retail: Other goods",42879851.45,428623
"2019-02-06","All","Accommodation",7469831.1,52856
"2019-02-06","All","Entertainment and sports",2615218.67,26013
"2019-02-06","All","Food and beverage services",11035101.87,323171
"2019-02-06","All","Human health services",2726877.53,11925
"2019-02-06","All","Motor vehicles",1322352.29,5171
"2019-02-06","All","Other",1192849.27,5009
"2019-02-06","All","Personal services",2325247.68,22147
"2019-02-06","All","Professional services",5550249.76,40158
"2019-02-06","All","Retail: Fuel stations",11103225.72,244915
"2019-02-06","All","Transport services",5615979.08,196190
"2019-02-06","E-comm","Retail: Food, beverage, tobacco",718028.96,4774
"2019-02-06","E-comm","Retail: Other goods",4470371.7,27753
"2019-02-06","POS","Retail: Food, beverage, tobacco",37261448.65,1077833
"2019-02-06","POS","Retail: Other goods",47114872.9799999,460374
"2019-02-07","All","Accommodation",8775643.22999999,55572
"2019-02-07","All","Entertainment and sports",2313369.57,24760
"2019-02-07","All","Food and beverage services",11829167.91,336579
"2019-02-07","All","Human health services",2677246.52,11582
"2019-02-07","All","Motor vehicles",1302690.31,4726
"2019-02-07","All","Other",1047702.86,4873
"2019-02-07","All","Personal services",2580430.87,24707
"2019-02-07","All","Professional services",5351896.28,39689
"2019-02-07","All","Retail: Fuel stations",10805156.7,242738
"2019-02-07","All","Transport services",4925682.3,193479
"2019-02-07","E-comm","Retail: Food, beverage, tobacco",894141.77,5410
"2019-02-07","E-comm","Retail: Other goods",4635689.38,31815
"2019-02-07","POS","Retail: Food, beverage, tobacco",40288452.8800001,1105645
"2019-02-07","POS","Retail: Other goods",47007421.5099999,458513
"2019-02-08","All","Accommodation",11374435.49,59990
"2019-02-08","All","Entertainment and sports",2530038.45,30460
"2019-02-08","All","Food and beverage services",15388008.62,384730
"2019-02-08","All","Human health services",2928578.4,11939
"2019-02-08","All","Motor vehicles",1727557.58,6921
"2019-02-08","All","Other",1424257.67,5405
"2019-02-08","All","Personal services",3142991.61,30238
"2019-02-08","All","Professional services",5901433.29,41223
"2019-02-08","All","Retail: Fuel stations",12990556.73,283532
"2019-02-08","All","Transport services",6018387.4,218145
"2019-02-08","E-comm","Retail: Food, beverage, tobacco",803406.140000001,4989
"2019-02-08","E-comm","Retail: Other goods",4441199.21,23492
"2019-02-08","POS","Retail: Food, beverage, tobacco",56529421.3699999,1302188
"2019-02-08","POS","Retail: Other goods",54258963.0399997,530038
"2019-02-09","All","Accommodation",10875792.93,49033
"2019-02-09","All","Entertainment and sports",3152911.28,46283
"2019-02-09","All","Food and beverage services",15980515.58,326995
"2019-02-09","All","Human health services",2137260.78,7652
"2019-02-09","All","Motor vehicles",580903.71,4454
"2019-02-09","All","Other",588449.39,4340
"2019-02-09","All","Personal services",2925082.78,28901
"2019-02-09","All","Professional services",3928841.8,32279
"2019-02-09","All","Retail: Fuel stations",12070812.28,258626
"2019-02-09","All","Transport services",8461078.49000001,217704
"2019-02-09","E-comm","Retail: Food, beverage, tobacco",496990.05,3527
"2019-02-09","E-comm","Retail: Other goods",2777383.06999999,17631
"2019-02-09","POS","Retail: Food, beverage, tobacco",71529462.39,1340006
"2019-02-09","POS","Retail: Other goods",77709851.5400001,712042
"2019-02-10","All","Accommodation",10420992.02,40504
"2019-02-10","All","Entertainment and sports",3132583.86,47344
"2019-02-10","All","Food and beverage services",9598218.07999999,212271
"2019-02-10","All","Human health services",245738.01,2419
"2019-02-10","All","Motor vehicles",56969.94,1549
"2019-02-10","All","Other",345726.54,2753
"2019-02-10","All","Personal services",474733.55,5312
"2019-02-10","All","Professional services",2814056.02,22228
"2019-02-10","All","Retail: Fuel stations",9488669.72999998,230837
"2019-02-10","All","Transport services",6303082.67,141740
"2019-02-10","E-comm","Retail: Food, beverage, tobacco",346224.55,2699
"2019-02-10","E-comm","Retail: Other goods",3989700.61,24190
"2019-02-10","POS","Retail: Food, beverage, tobacco",4980311.87,212919
"2019-02-10","POS","Retail: Other goods",10203575.28,67317
"2019-02-11","All","Accommodation",6488996.73000001,43620
"2019-02-11","All","Entertainment and sports",2692817.79,23918
"2019-02-11","All","Food and beverage services",7757888.1,264246
"2019-02-11","All","Human health services",2036403.91,10524
"2019-02-11","All","Motor vehicles",1036264.79,4251
"2019-02-11","All","Other",1010125.72,5731
"2019-02-11","All","Personal services",1251517.66,13520
"2019-02-11","All","Professional services",7241026.13999999,50787
"2019-02-11","All","Retail: Fuel stations",9796636.26,221754
"2019-02-11","All","Transport services",5173333.28,170434
"2019-02-11","E-comm","Retail: Food, beverage, tobacco",1004342.52,6483
"2019-02-11","E-comm","Retail: Other goods",5563732.18,34486
"2019-02-11","POS","Retail: Food, beverage, tobacco",38601094.03,1106057
"2019-02-11","POS","Retail: Other goods",42128692.8,430097
"2019-02-12","All","Accommodation",6851718.68,49108
"2019-02-12","All","Entertainment and sports",2437905.86,24479
"2019-02-12","All","Food and beverage services",9997974.87000004,301753
"2019-02-12","All","Human health services",2578114.11,11754
"2019-02-12","All","Motor vehicles",1262008.14,5568
"2019-02-12","All","Other",872373.22,5176
"2019-02-12","All","Personal services",2314933.15,22454
"2019-02-12","All","Professional services",5872229.63,39856
"2019-02-12","All","Retail: Fuel stations",10330083,236000
"2019-02-12","All","Transport services",5861279.5,186088
"2019-02-12","E-comm","Retail: Food, beverage, tobacco",826607.86,5219
"2019-02-12","E-comm","Retail: Other goods",5145231.95000002,33037
"2019-02-12","POS","Retail: Food, beverage, tobacco",37323985.32,1084826
"2019-02-12","POS","Retail: Other goods",42996586.3699999,432304
"2019-02-13","All","Accommodation",7742364.72,53314
"2019-02-13","All","Entertainment and sports",2634160.76,27192
"2019-02-13","All","Food and beverage services",11517837.97,324873
"2019-02-13","All","Human health services",2664536.86,11876
"2019-02-13","All","Motor vehicles",1327503.97,6292
"2019-02-13","All","Other",851560.139999999,5270
"2019-02-13","All","Personal services",2384025.25,23483
"2019-02-13","All","Professional services",5505803.26,40779
"2019-02-13","All","Retail: Fuel stations",10882463.94,247913
"2019-02-13","All","Transport services",5850558.46,198769
"2019-02-13","E-comm","Retail: Food, beverage, tobacco",725152.630000001,4608
"2019-02-13","E-comm","Retail: Other goods",5020492.32000001,29565
"2019-02-13","POS","Retail: Food, beverage, tobacco",37206310.2,1099320
"2019-02-13","POS","Retail: Other goods",45839550.9699999,472356
"2019-02-14","All","Accommodation",10205140.47,62217
"2019-02-14","All","Entertainment and sports",2534610,27005
"2019-02-14","All","Food and beverage services",16212651.44,368515
"2019-02-14","All","Human health services",2770244.73,11775
"2019-02-14","All","Motor vehicles",1361739.24,6078
"2019-02-14","All","Other",973251.93,5056
"2019-02-14","All","Personal services",2643945.03,25182
"2019-02-14","All","Professional services",5354976.64,37918
"2019-02-14","All","Retail: Fuel stations",11433557.93,261790
"2019-02-14","All","Transport services",5890613.11,206373
"2019-02-14","E-comm","Retail: Food, beverage, tobacco",770996.450000001,4790
"2019-02-14","E-comm","Retail: Other goods",4531412.88,32369
"2019-02-14","POS","Retail: Food, beverage, tobacco",41789882.5399999,1214789
"2019-02-14","POS","Retail: Other goods",47260035.4499998,505443
"2019-02-15","All","Accommodation",12592892.85,62846
"2019-02-15","All","Entertainment and sports",2368279.42,28645
"2019-02-15","All","Food and beverage services",15805679.17,385180
"2019-02-15","All","Human health services",2943701.98,12038
"2019-02-15","All","Motor vehicles",1702556.47,7552
"2019-02-15","All","Other",984230.58,5044
"2019-02-15","All","Personal services",3010702.77,29573
"2019-02-15","All","Professional services",6505942.36,42373
"2019-02-15","All","Retail: Fuel stations",12866916.32,287210
"2019-02-15","All","Transport services",7049865.6,224609
"2019-02-15","E-comm","Retail: Food, beverage, tobacco",791325.84,4875
"2019-02-15","E-comm","Retail: Other goods",3529497.88,20967
"2019-02-15","POS","Retail: Food, beverage, tobacco",54205664.47,1272154
"2019-02-15","POS","Retail: Other goods",51696296.3099998,498173
"2019-02-16","All","Accommodation",12745178.45,54932
"2019-02-16","All","Entertainment and sports",2778494.72,40274
"2019-02-16","All","Food and beverage services",16596313.17,330388
"2019-02-16","All","Human health services",2072272.82,7694
"2019-02-16","All","Motor vehicles",666037.43,5855
"2019-02-16","All","Other",531349.08,3992
"2019-02-16","All","Personal services",2800935.08,27562
"2019-02-16","All","Professional services",4329372.51,34351
"2019-02-16","All","Retail: Fuel stations",12559957.68,273619
"2019-02-16","All","Transport services",11644062.37,236576
"2019-02-16","E-comm","Retail: Food, beverage, tobacco",441027.79,3061
"2019-02-16","E-comm","Retail: Other goods",2404806.4,15512
"2019-02-16","POS","Retail: Food, beverage, tobacco",67778134.46,1309996
"2019-02-16","POS","Retail: Other goods",68657157.31,644644
"2019-02-17","All","Accommodation",11819791.51,49834
"2019-02-17","All","Entertainment and sports",2510195.15,34183
"2019-02-17","All","Food and beverage services",11223381.54,245862
"2019-02-17","All","Human health services",278889.1,2288
"2019-02-17","All","Motor vehicles",76539.72,2482
"2019-02-17","All","Other",339137.43,2776
"2019-02-17","All","Personal services",431642.51,4444
"2019-02-17","All","Professional services",3328060.08,24506
"2019-02-17","All","Retail: Fuel stations",10863972.91,268581
"2019-02-17","All","Transport services",10718810.85,190661
"2019-02-17","E-comm","Retail: Food, beverage, tobacco",300644.27,2424
"2019-02-17","E-comm","Retail: Other goods",3271672.46,20169
"2019-02-17","POS","Retail: Food, beverage, tobacco",5478243.12,239687
"2019-02-17","POS","Retail: Other goods",8610723.40000003,68847
"2019-02-18","All","Accommodation",7147101.29,50736
"2019-02-18","All","Entertainment and sports",2391184.23,21640
"2019-02-18","All","Food and beverage services",8631675.87999999,280497
"2019-02-18","All","Human health services",2184662.21,10631
"2019-02-18","All","Motor vehicles",1045798.11,5989
"2019-02-18","All","Other",817151.639999999,4939
"2019-02-18","All","Personal services",1232386.21,13284
"2019-02-18","All","Professional services",6417788.47,46997
"2019-02-18","All","Retail: Fuel stations",9957568.32999999,229243
"2019-02-18","All","Transport services",6782597.22,180734
"2019-02-18","E-comm","Retail: Food, beverage, tobacco",866170.32,5517
"2019-02-18","E-comm","Retail: Other goods",4919449.37,31840
"2019-02-18","POS","Retail: Food, beverage, tobacco",38046059.23,1131173
"2019-02-18","POS","Retail: Other goods",38531230.89,416945
"2019-02-19","All","Accommodation",7012441.55,54302
"2019-02-19","All","Entertainment and sports",2257977.25,23844
"2019-02-19","All","Food and beverage services",10448087.96,308267
"2019-02-19","All","Human health services",2709378.13,11956
"2019-02-19","All","Motor vehicles",1304136.66,5951
"2019-02-19","All","Other",821191.96,4727
"2019-02-19","All","Personal services",2196546.88,21874
"2019-02-19","All","Professional services",5720380.14,40034
"2019-02-19","All","Retail: Fuel stations",9974851.9,232310
"2019-02-19","All","Transport services",5439538.23,181245
"2019-02-19","E-comm","Retail: Food, beverage, tobacco",716338.940000001,4661
"2019-02-19","E-comm","Retail: Other goods",4620740.74,26881
"2019-02-19","POS","Retail: Food, beverage, tobacco",35368587.27,1085021
"2019-02-19","POS","Retail: Other goods",38913992.8500001,409066
"2019-02-20","All","Accommodation",8261101.58999999,57260
"2019-02-20","All","Entertainment and sports",2386572.45,26815
"2019-02-20","All","Food and beverage services",11344671.31,324291
"2019-02-20","All","Human health services",3052453.65,12031
"2019-02-20","All","Motor vehicles",1325042.13,5928
"2019-02-20","All","Other",848075.34,4527
"2019-02-20","All","Personal services",2315991.24,23002
"2019-02-20","All","Professional services",5641377.35,40590
"2019-02-20","All","Retail: Fuel stations",10275915.6,237905
"2019-02-20","All","Transport services",5604616.28,188211
"2019-02-20","E-comm","Retail: Food, beverage, tobacco",700525.85,4762
"2019-02-20","E-comm","Retail: Other goods",4458026.29,25404
"2019-02-20","POS","Retail: Food, beverage, tobacco",35734262.47,1080378
"2019-02-20","POS","Retail: Other goods",40683073.5900001,441966
"2019-02-21","All","Accommodation",9729400.00000001,60079
"2019-02-21","All","Entertainment and sports",2222744.92,24285
"2019-02-21","All","Food and beverage services",12581396.08,350078
"2019-02-21","All","Human health services",2713031.47,11684
"2019-02-21","All","Motor vehicles",1416750.67,5894
"2019-02-21","All","Other",859139.05,5059
"2019-02-21","All","Personal services",2688357.01,26015
"2019-02-21","All","Professional services",5433912.26,38707
"2019-02-21","All","Retail: Fuel stations",10566783.72,243876
"2019-02-21","All","Transport services",5679959.5,196392
"2019-02-21","E-comm","Retail: Food, beverage, tobacco",794689.77,4934
"2019-02-21","E-comm","Retail: Other goods",4367530.52,27830
"2019-02-21","POS","Retail: Food, beverage, tobacco",37755437.64,1100082
"2019-02-21","POS","Retail: Other goods",42256833.9,441257
"2019-02-22","All","Accommodation",13225383.12,61965
"2019-02-22","All","Entertainment and sports",2437349.07,29079
"2019-02-22","All","Food and beverage services",15891656.75,393707
"2019-02-22","All","Human health services",3139572.92,12035
"2019-02-22","All","Motor vehicles",1703712.18,6739
"2019-02-22","All","Other",971809.72,5578
"2019-02-22","All","Personal services",3162856.09,30305
"2019-02-22","All","Professional services",6100412.18999999,42671
"2019-02-22","All","Retail: Fuel stations",12263770.36,275149
"2019-02-22","All","Transport services",6135450.23,213906
"2019-02-22","E-comm","Retail: Food, beverage, tobacco",884994.91,4919
"2019-02-22","E-comm","Retail: Other goods",3872289.83,20884
"2019-02-22","POS","Retail: Food, beverage, tobacco",55477306.59,1287968
"2019-02-22","POS","Retail: Other goods",51548935.8699998,515098
"2019-02-23","All","Accommodation",13663523.8,50125
"2019-02-23","All","Entertainment and sports",2705177.03,38965
"2019-02-23","All","Food and beverage services",16516549.68,329700
