"Date","Payment method","Merchant category","Amount CHF","Number of transactions"
"2019-01-20","Mobile","Retail: Fuel stations",4570.62,177
"2019-01-20","Mobile","Retail: Other goods",663287.61,1492
"2019-01-20","Mobile","Transport services",19686.5,408
"2019-01-21","Credit","Accommodation",5632311.72,27447
"2019-01-21","Credit","Food and beverage services",3750023.56,103908
"2019-01-21","Credit","Other",3943503.44,23051
"2019-01-21","Credit","Professional services",4298925.15,29093
"2019-01-21","Credit","Retail: Food, beverage, tobacco",9618173.57999997,260753
"2019-01-21","Credit","Retail: Fuel stations",2850108.24,56000
"2019-01-21","Credit","Retail: Other goods",18803357.7799999,138823
"2019-01-21","Credit","Transport services",3618703.33,131494
"2019-01-21","Debit","Accommodation",951478.03,17786
"2019-01-21","Debit","Food and beverage services",3697620.82,159249
"2019-01-21","Debit","Other",3872861.72,28306
"2019-01-21","Debit","Professional services",1748509.79,14134
"2019-01-21","Debit","Retail: Food, beverage, tobacco",28819338.9399999,830454
"2019-01-21","Debit","Retail: Fuel stations",7378815.28999999,166203
"2019-01-21","Debit","Retail: Other goods",23741552.09,312954
"2019-01-21","Debit","Transport services",935490.29,33547
"2019-01-21","Mobile","Accommodation",3912.6,204
"2019-01-21","Mobile","Food and beverage services",33961.81,2223
"2019-01-21","Mobile","Other",28301.01,355
"2019-01-21","Mobile","Professional services",22783.45,367
"2019-01-21","Mobile","Retail: Food, beverage, tobacco",79371.74,3255
"2019-01-21","Mobile","Retail: Fuel stations",5754.41,173
"2019-01-21","Mobile","Retail: Other goods",434419.94,1465
"2019-01-21","Mobile","Transport services",16705.57,463
"2019-01-22","Credit","Accommodation",5631954.88,30104
"2019-01-22","Credit","Food and beverage services",4869062.39000002,114065
"2019-01-22","Credit","Other",4488778.5,25569
"2019-01-22","Credit","Professional services",3625809.28,24353
"2019-01-22","Credit","Retail: Food, beverage, tobacco",9031659.51999997,248908
"2019-01-22","Credit","Retail: Fuel stations",2865837.83,56186
"2019-01-22","Credit","Retail: Other goods",18831525.7099999,130093
"2019-01-22","Credit","Transport services",3385205.91,137697
"2019-01-22","Debit","Accommodation",909105.74,19051
"2019-01-22","Debit","Food and beverage services",4556535.63000001,177952
"2019-01-22","Debit","Other",4953572.88,36729
"2019-01-22","Debit","Professional services",1518788.97,12614
"2019-01-22","Debit","Retail: Food, beverage, tobacco",26951946.28,791554
"2019-01-22","Debit","Retail: Fuel stations",7299199.92999999,165598
"2019-01-22","Debit","Retail: Other goods",24099144.43,308610
"2019-01-22","Debit","Transport services",890637.13,36629
"2019-01-22","Mobile","Accommodation",5063.15,245
"2019-01-22","Mobile","Food and beverage services",40151.23,2375
"2019-01-22","Mobile","Other",31501.7,407
"2019-01-22","Mobile","Professional services",28349,351
"2019-01-22","Mobile","Retail: Food, beverage, tobacco",76199.77,3061
"2019-01-22","Mobile","Retail: Fuel stations",5406.54,165
"2019-01-22","Mobile","Retail: Other goods",475633.54,1469
"2019-01-22","Mobile","Transport services",13255.23,481
"2019-01-23","Credit","Accommodation",6028327.15,31459
"2019-01-23","Credit","Food and beverage services",5362707.78000002,121078
"2019-01-23","Credit","Other",4648322.96,27885
"2019-01-23","Credit","Professional services",3590739.62,23977
"2019-01-23","Credit","Retail: Food, beverage, tobacco",9326956.17999998,253717
"2019-01-23","Credit","Retail: Fuel stations",2993609.57999999,58371
"2019-01-23","Credit","Retail: Other goods",20470020.5499999,140601
"2019-01-23","Credit","Transport services",3464003.50999999,143275
"2019-01-23","Debit","Accommodation",1066297.2,19542
"2019-01-23","Debit","Food and beverage services",5035201.26000001,188586
"2019-01-23","Debit","Other",5277761.89,40110
"2019-01-23","Debit","Professional services",1618915.83,13737
"2019-01-23","Debit","Retail: Food, beverage, tobacco",28113679.83,807562
"2019-01-23","Debit","Retail: Fuel stations",7624773.29000001,171956
"2019-01-23","Debit","Retail: Other goods",26721663.08,339826
"2019-01-23","Debit","Transport services",700267.79,36260
"2019-01-23","Mobile","Accommodation",5698.85,223
"2019-01-23","Mobile","Food and beverage services",37747.37,2304
"2019-01-23","Mobile","Other",33519.5,458
"2019-01-23","Mobile","Professional services",19929.65,299
"2019-01-23","Mobile","Retail: Food, beverage, tobacco",79811.72,3074
"2019-01-23","Mobile","Retail: Fuel stations",6301.37,193
"2019-01-23","Mobile","Retail: Other goods",471067.67,1517
"2019-01-23","Mobile","Transport services",13237.27,494
"2019-01-24","Credit","Accommodation",7354500.97,33637
"2019-01-24","Credit","Food and beverage services",5764054.77000002,127061
"2019-01-24","Credit","Other",4957945.83,27620
"2019-01-24","Credit","Professional services",3760238.62,24408
"2019-01-24","Credit","Retail: Food, beverage, tobacco",10096565.11,259157
"2019-01-24","Credit","Retail: Fuel stations",3081606.38999999,60098
"2019-01-24","Credit","Retail: Other goods",21473161.1099998,146952
"2019-01-24","Credit","Transport services",3819181.89,151610
"2019-01-24","Debit","Accommodation",1232276.48,20845
"2019-01-24","Debit","Food and beverage services",5673307.49000001,203761
"2019-01-24","Debit","Other",5539686.44,40748
"2019-01-24","Debit","Professional services",1572089.08,13151
"2019-01-24","Debit","Retail: Food, beverage, tobacco",29685080.68,824729
"2019-01-24","Debit","Retail: Fuel stations",7878956.37,177406
"2019-01-24","Debit","Retail: Other goods",27407079.68,343678
"2019-01-24","Debit","Transport services",818616.98,38460
"2019-01-24","Mobile","Accommodation",5004.2,211
"2019-01-24","Mobile","Food and beverage services",45034.25,2529
"2019-01-24","Mobile","Other",31460.9,455
"2019-01-24","Mobile","Professional services",18399.45,341
"2019-01-24","Mobile","Retail: Food, beverage, tobacco",80710.5,3089
"2019-01-24","Mobile","Retail: Fuel stations",5182.04,175
"2019-01-24","Mobile","Retail: Other goods",529692.85,1496
"2019-01-24","Mobile","Transport services",13156.35,516
"2019-01-25","Credit","Accommodation",8430848.72999999,35434
"2019-01-25","Credit","Food and beverage services",7119881.22000001,135839
"2019-01-25","Credit","Other",4812885.47,30647
"2019-01-25","Credit","Professional services",3903566.2,25840
"2019-01-25","Credit","Retail: Food, beverage, tobacco",13275155.19,282024
"2019-01-25","Credit","Retail: Fuel stations",3511318.69000001,65963
"2019-01-25","Credit","Retail: Other goods",22664552.9799999,156239
"2019-01-25","Credit","Transport services",4273438.4,166725
"2019-01-25","Debit","Accommodation",1912612.64,25048
"2019-01-25","Debit","Food and beverage services",8455302.70000001,257677
"2019-01-25","Debit","Other",8467282.72,55109
"2019-01-25","Debit","Professional services",2104693.97,16354
"2019-01-25","Debit","Retail: Food, beverage, tobacco",45774337.0200001,1020874
"2019-01-25","Debit","Retail: Fuel stations",10631123.12,226278
"2019-01-25","Debit","Retail: Other goods",37442376.18,457326
"2019-01-25","Debit","Transport services",1267268.45,46956
"2019-01-25","Mobile","Accommodation",9066.25,213
"2019-01-25","Mobile","Food and beverage services",53640.15,2349
"2019-01-25","Mobile","Other",37866.33,587
"2019-01-25","Mobile","Professional services",23747,321
"2019-01-25","Mobile","Retail: Food, beverage, tobacco",126126.82,3450
"2019-01-25","Mobile","Retail: Fuel stations",7000.63,207
"2019-01-25","Mobile","Retail: Other goods",490396.5,1744
"2019-01-25","Mobile","Transport services",22998.47,625
"2019-01-26","Credit","Accommodation",7179098.36999999,26467
"2019-01-26","Credit","Food and beverage services",7200649.63000001,114203
"2019-01-26","Credit","Other",3882317.17,33192
"2019-01-26","Credit","Professional services",2421423.28,19680
"2019-01-26","Credit","Retail: Food, beverage, tobacco",16280107.65,290912
"2019-01-26","Credit","Retail: Fuel stations",3238745.97,59682
"2019-01-26","Credit","Retail: Other goods",32032158.7199999,203356
"2019-01-26","Credit","Transport services",4333544.61000001,146760
"2019-01-26","Debit","Accommodation",2468751.96,19729
"2019-01-26","Debit","Food and beverage services",9105571.73,217935
"2019-01-26","Debit","Other",6210027.01,58838
"2019-01-26","Debit","Professional services",1459775.12,13030
"2019-01-26","Debit","Retail: Food, beverage, tobacco",58320719.56,1058330
"2019-01-26","Debit","Retail: Fuel stations",10082928.21,208690
"2019-01-26","Debit","Retail: Other goods",56014895.5299999,617972
"2019-01-26","Debit","Transport services",3013368.45,62489
"2019-01-26","Mobile","Accommodation",6742.55,94
"2019-01-26","Mobile","Food and beverage services",36839.18,938
"2019-01-26","Mobile","Other",42916.56,670
"2019-01-26","Mobile","Professional services",18187.7,244
"2019-01-26","Mobile","Retail: Food, beverage, tobacco",185662.75,3333
"2019-01-26","Mobile","Retail: Fuel stations",6742.19,188
"2019-01-26","Mobile","Retail: Other goods",626900.5,2002
"2019-01-26","Mobile","Transport services",25621.47,651
"2019-01-27","Credit","Accommodation",7684175.07,23440
"2019-01-27","Credit","Food and beverage services",4494712.58,80636
"2019-01-27","Credit","Other",2363061.56,24066
"2019-01-27","Credit","Professional services",2046059.06,17334
"2019-01-27","Credit","Retail: Food, beverage, tobacco",1647755.14,57010
"2019-01-27","Credit","Retail: Fuel stations",2541731.49,52261
"2019-01-27","Credit","Retail: Other goods",7956479.01000003,48978
"2019-01-27","Credit","Transport services",3880898.51,106266
"2019-01-27","Debit","Accommodation",2379862.39,16518
"2019-01-27","Debit","Food and beverage services",5385922.55,136605
"2019-01-27","Debit","Other",1924415.34,32630
"2019-01-27","Debit","Professional services",496608.62,4715
"2019-01-27","Debit","Retail: Food, beverage, tobacco",3530092.86,154513
"2019-01-27","Debit","Retail: Fuel stations",7888895.52,187043
"2019-01-27","Debit","Retail: Other goods",2525713.89,36559
"2019-01-27","Debit","Transport services",2058995.06,36243
"2019-01-27","Mobile","Accommodation",8557.95,66
"2019-01-27","Mobile","Food and beverage services",28837.59,793
"2019-01-27","Mobile","Other",30463.99,461
"2019-01-27","Mobile","Professional services",38153.75,327
"2019-01-27","Mobile","Retail: Food, beverage, tobacco",20329.26,659
"2019-01-27","Mobile","Retail: Fuel stations",5822.56,184
"2019-01-27","Mobile","Retail: Other goods",422186.53,1548
"2019-01-27","Mobile","Transport services",29072.74,368
"2019-01-28","Credit","Accommodation",5402837.08,26294
"2019-01-28","Credit","Food and beverage services",3781273.23000001,101269
"2019-01-28","Credit","Other",4397461.88,27538
"2019-01-28","Credit","Professional services",4469992.64999999,34110
"2019-01-28","Credit","Retail: Food, beverage, tobacco",8987761.91999995,238791
"2019-01-28","Credit","Retail: Fuel stations",2703809.64,52081
"2019-01-28","Credit","Retail: Other goods",19597627.7099999,138715
"2019-01-28","Credit","Transport services",3640117.45,132445
"2019-01-28","Debit","Accommodation",1035857.24,18717
"2019-01-28","Debit","Food and beverage services",4159883.76,172477
"2019-01-28","Debit","Other",5066439.84,32925
"2019-01-28","Debit","Professional services",2136346.95,15732
"2019-01-28","Debit","Retail: Food, beverage, tobacco",30623418.53,869874
"2019-01-28","Debit","Retail: Fuel stations",8120773.58,180305
"2019-01-28","Debit","Retail: Other goods",28191618.63,364151
"2019-01-28","Debit","Transport services",1114543.76,36820
"2019-01-28","Mobile","Accommodation",4976,210
"2019-01-28","Mobile","Food and beverage services",38673.3,2427
"2019-01-28","Mobile","Other",32376.65,450
"2019-01-28","Mobile","Professional services",27880.25,410
"2019-01-28","Mobile","Retail: Food, beverage, tobacco",88020.15,3412
"2019-01-28","Mobile","Retail: Fuel stations",5779.15,191
"2019-01-28","Mobile","Retail: Other goods",723293.42,2094
"2019-01-28","Mobile","Transport services",26028.65,531
"2019-01-29","Credit","Accommodation",5316709.2,28929
"2019-01-29","Credit","Food and beverage services",4764284.54000001,111597
"2019-01-29","Credit","Other",4326180.47,26470
"2019-01-29","Credit","Professional services",4228639.77,25296
"2019-01-29","Credit","Retail: Food, beverage, tobacco",8704439.82000004,233221
"2019-01-29","Credit","Retail: Fuel stations",2816872.54,54430
"2019-01-29","Credit","Retail: Other goods",19254597.1999998,131908
"2019-01-29","Credit","Transport services",3465741.91,141824
"2019-01-29","Debit","Accommodation",1066273.47,19886
"2019-01-29","Debit","Food and beverage services",5164126.02000001,193735
"2019-01-29","Debit","Other",5979075.46,41074
"2019-01-29","Debit","Professional services",1864477.68,14101
"2019-01-29","Debit","Retail: Food, beverage, tobacco",28584502.42,832528
"2019-01-29","Debit","Retail: Fuel stations",8267779.23,185869
"2019-01-29","Debit","Retail: Other goods",27361727.16,353213
"2019-01-29","Debit","Transport services",1291671.3,42412
"2019-01-29","Mobile","Accommodation",5503.25,207
"2019-01-29","Mobile","Food and beverage services",40051.09,2260
"2019-01-29","Mobile","Other",35747.5,446
"2019-01-29","Mobile","Professional services",23490.6,313
"2019-01-29","Mobile","Retail: Food, beverage, tobacco",76668.74,2990
"2019-01-29","Mobile","Retail: Fuel stations",5731.95,196
"2019-01-29","Mobile","Retail: Other goods",505829.75,1854
"2019-01-29","Mobile","Transport services",22528.02,600
"2019-01-30","Credit","Accommodation",6170854.83,30787
"2019-01-30","Credit","Food and beverage services",5235279.08000002,116802
"2019-01-30","Credit","Other",4719424.47,28686
"2019-01-30","Credit","Professional services",4424455.49,26894
"2019-01-30","Credit","Retail: Food, beverage, tobacco",9239393.80999998,240835
"2019-01-30","Credit","Retail: Fuel stations",2944733.93999999,55896
"2019-01-30","Credit","Retail: Other goods",20441126.5499998,135023
"2019-01-30","Credit","Transport services",3541677.06,142691
"2019-01-30","Debit","Accommodation",1179298.47,19955
"2019-01-30","Debit","Food and beverage services",5601720.2,204040
"2019-01-30","Debit","Other",6053004.93,44421
"2019-01-30","Debit","Professional services",1897426.6,15539
"2019-01-30","Debit","Retail: Food, beverage, tobacco",30441657.3,860924
"2019-01-30","Debit","Retail: Fuel stations",8425270.74000001,189110
"2019-01-30","Debit","Retail: Other goods",29980606.79,373770
"2019-01-30","Debit","Transport services",852373.5,39469
"2019-01-30","Mobile","Accommodation",5121.7,219
"2019-01-30","Mobile","Food and beverage services",45193.64,2547
"2019-01-30","Mobile","Other",43429.55,549
"2019-01-30","Mobile","Professional services",27974.45,362
"2019-01-30","Mobile","Retail: Food, beverage, tobacco",93030.34,3302
"2019-01-30","Mobile","Retail: Fuel stations",5825.82,207
"2019-01-30","Mobile","Retail: Other goods",483527.42,1760
"2019-01-30","Mobile","Transport services",22431.13,560
"2019-01-31","Credit","Accommodation",7089071.26,32488
"2019-01-31","Credit","Food and beverage services",5821562.01000001,124508
"2019-01-31","Credit","Other",4713497.24,29513
"2019-01-31","Credit","Professional services",4285532.26,26527
"2019-01-31","Credit","Retail: Food, beverage, tobacco",10360990.97,253002
"2019-01-31","Credit","Retail: Fuel stations",3237210.95,61611
"2019-01-31","Credit","Retail: Other goods",21800437.1199998,143551
"2019-01-31","Credit","Transport services",3881728.7,156481
"2019-01-31","Debit","Accommodation",1495218.93,22094
"2019-01-31","Debit","Food and beverage services",6287427.86,218420
"2019-01-31","Debit","Other",6273413.41,43794
"2019-01-31","Debit","Professional services",1782946.22,14763
"2019-01-31","Debit","Retail: Food, beverage, tobacco",32494414.16,874771
"2019-01-31","Debit","Retail: Fuel stations",9131938.09,201591
"2019-01-31","Debit","Retail: Other goods",29862416.68,366836
"2019-01-31","Debit","Transport services",1297979.14,46512
"2019-01-31","Mobile","Accommodation",4203.05,229
"2019-01-31","Mobile","Food and beverage services",49324.12,2625
"2019-01-31","Mobile","Other",48177.05,556
"2019-01-31","Mobile","Professional services",32630.45,370
