"Date","Payment method","Cardholder origin","Channel","Amount CHF","Number of transactions"
"2019-03-10","Credit","Foreign","POS",13083961.69,131586
"2019-03-10","Debit","Domestic","All",22280425.88,577936
"2019-03-10","Debit","Foreign","All",1692638.42,25116
"2019-03-10","Mobile","all","all",912757.96,5696
"2019-03-11","Credit","Domestic","E-comm",11533344.38,179062
"2019-03-11","Credit","Domestic","POS",26054877.45,452449
"2019-03-11","Credit","Foreign","E-comm",3687976.51,22628
"2019-03-11","Credit","Foreign","POS",13975517.8500001,148855
"2019-03-11","Debit","Domestic","All",71335831.05,1622927
"2019-03-11","Debit","Foreign","All",1486085.9,26715
"2019-03-11","Mobile","all","all",803735.5,11229
"2019-03-12","Credit","Domestic","E-comm",9867856.37,169183
"2019-03-12","Credit","Domestic","POS",28635369.29,482943
"2019-03-12","Credit","Foreign","E-comm",3750492.34,22195
"2019-03-12","Credit","Foreign","POS",13433507.37,146847
"2019-03-12","Debit","Domestic","All",73768713.3499999,1667666
"2019-03-12","Debit","Foreign","All",1432887.5,27235
"2019-03-12","Mobile","all","all",726699.5,11604
"2019-03-13","Credit","Domestic","E-comm",15683366.98,176991
"2019-03-13","Credit","Domestic","POS",29407747.25,489662
"2019-03-13","Credit","Foreign","E-comm",3889605.21,21681
"2019-03-13","Credit","Foreign","POS",13753707.9300001,150076
"2019-03-13","Debit","Domestic","All",76419817.7,1704921
"2019-03-13","Debit","Foreign","All",1429949.3,27412
"2019-03-13","Mobile","all","all",1426654.25,12340
"2019-03-14","Credit","Domestic","E-comm",11608541.47,182279
"2019-03-14","Credit","Domestic","POS",30918663.84,498256
"2019-03-14","Credit","Foreign","E-comm",3587792.06,21426
"2019-03-14","Credit","Foreign","POS",15500848.0000001,156933
"2019-03-14","Debit","Domestic","All",77391265.23,1698420
"2019-03-14","Debit","Foreign","All",1555382.23,27829
"2019-03-14","Mobile","all","all",1136656.53,11964
"2019-03-15","Credit","Domestic","E-comm",10445628.7,193916
"2019-03-15","Credit","Domestic","POS",40799807.53,582912
"2019-03-15","Credit","Foreign","E-comm",3394808.85,21943
"2019-03-15","Credit","Foreign","POS",17009855.97,174274
"2019-03-15","Debit","Domestic","All",102293112.46,1990788
"2019-03-15","Debit","Foreign","All",2070989.35,32934
"2019-03-15","Mobile","all","all",1334423.38,12146
"2019-03-16","Credit","Domestic","E-comm",7276646.41,153357
"2019-03-16","Credit","Domestic","POS",54397607.18,635372
"2019-03-16","Credit","Foreign","E-comm",1710965.53,16137
"2019-03-16","Credit","Foreign","POS",18945624.8500001,194559
"2019-03-16","Debit","Domestic","All",125606931.47,2102740
"2019-03-16","Debit","Foreign","All",2663453.93999999,41207
"2019-03-16","Mobile","all","all",1079399.63,9492
"2019-03-17","Credit","Domestic","E-comm",9175962.22,136463
"2019-03-17","Credit","Domestic","POS",12990107.47,193099
"2019-03-17","Credit","Foreign","E-comm",1890379.37,15848
"2019-03-17","Credit","Foreign","POS",11688552.06,130798
"2019-03-17","Debit","Domestic","All",22489502.62,573364
"2019-03-17","Debit","Foreign","All",1539944.03,23654
"2019-03-17","Mobile","all","all",674449.41,5347
"2019-03-18","Credit","Domestic","E-comm",11002721.32,162945
"2019-03-18","Credit","Domestic","POS",27877807.58,490266
"2019-03-18","Credit","Foreign","E-comm",4497332.98,21621
"2019-03-18","Credit","Foreign","POS",14337571.39,145761
"2019-03-18","Debit","Domestic","All",73289699.07,1660303
"2019-03-18","Debit","Foreign","All",1494505.01,27021
"2019-03-18","Mobile","all","all",752278.64,11677
"2019-03-19","Credit","Domestic","E-comm",10095188.7,164915
"2019-03-19","Credit","Domestic","POS",28976465.33,488350
"2019-03-19","Credit","Foreign","E-comm",4037336.04,22737
"2019-03-19","Credit","Foreign","POS",12826115.0500001,137485
"2019-03-19","Debit","Domestic","All",69897772.15,1588107
"2019-03-19","Debit","Foreign","All",1489275.79,26066
"2019-03-19","Mobile","all","all",932865.77,11831
"2019-03-20","Credit","Domestic","E-comm",10161849.14,164564
"2019-03-20","Credit","Domestic","POS",31825917.82,524665
"2019-03-20","Credit","Foreign","E-comm",3958838.58,21434
"2019-03-20","Credit","Foreign","POS",14320993.6300001,150430
"2019-03-20","Debit","Domestic","All",77807728.91,1714044
"2019-03-20","Debit","Foreign","All",1356994.18,26183
"2019-03-20","Mobile","all","all",1205595.68,12210
"2019-03-21","Credit","Domestic","E-comm",9925254.64,175106
"2019-03-21","Credit","Domestic","POS",33717584.93,540076
"2019-03-21","Credit","Foreign","E-comm",3954676.91,22491
"2019-03-21","Credit","Foreign","POS",15820624.08,159108
"2019-03-21","Debit","Domestic","All",79008997.1700001,1722254
"2019-03-21","Debit","Foreign","All",1547990.91,27454
"2019-03-21","Mobile","all","all",1435214.45,12700
"2019-03-22","Credit","Domestic","E-comm",9114519.98,180696
"2019-03-22","Credit","Domestic","POS",42742504.24,611260
"2019-03-22","Credit","Foreign","E-comm",3553557.55999999,22387
"2019-03-22","Credit","Foreign","POS",18231506.33,173721
"2019-03-22","Debit","Domestic","All",104057756.78,2013690
"2019-03-22","Debit","Foreign","All",1972590.64,32000
"2019-03-22","Mobile","all","all",1001716.77,13067
"2019-03-23","Credit","Domestic","E-comm",6755220.12,152796
"2019-03-23","Credit","Domestic","POS",56930682.57,658706
"2019-03-23","Credit","Foreign","E-comm",1593659.42,15736
"2019-03-23","Credit","Foreign","POS",17906596.8700001,179580
"2019-03-23","Debit","Domestic","All",128102334.09,2098806
"2019-03-23","Debit","Foreign","All",2451117.61,37251
"2019-03-23","Mobile","all","all",1177114.36,10505
"2019-03-24","Credit","Domestic","E-comm",8890048.46,139607
"2019-03-24","Credit","Domestic","POS",14320586.37,216001
"2019-03-24","Credit","Foreign","E-comm",1839910.02,16250
"2019-03-24","Credit","Foreign","POS",11557103.4900001,124339
"2019-03-24","Debit","Domestic","All",24457224.14,619106
"2019-03-24","Debit","Foreign","All",1390104.55,22763
"2019-03-24","Mobile","all","all",1297898.12,6392
"2019-03-25","Credit","Domestic","E-comm",11801905.32,165231
"2019-03-25","Credit","Domestic","POS",27950207.12,478774
"2019-03-25","Credit","Foreign","E-comm",3751842.86999999,21714
"2019-03-25","Credit","Foreign","POS",14781084.87,147130
"2019-03-25","Debit","Domestic","All",85618503.8899999,1810118
"2019-03-25","Debit","Foreign","All",1306101.66,24948
"2019-03-25","Mobile","all","all",1492944.85,13947
"2019-03-26","Credit","Domestic","E-comm",11678630,167919
"2019-03-26","Credit","Domestic","POS",29582698.13,484191
"2019-03-26","Credit","Foreign","E-comm",3913142.68,21234
"2019-03-26","Credit","Foreign","POS",13401390.2100001,139557
"2019-03-26","Debit","Domestic","All",85647551.23,1817610
"2019-03-26","Debit","Foreign","All",1233533.13,23542
"2019-03-26","Mobile","all","all",1010428.96,13014
"2019-03-27","Credit","Domestic","E-comm",12061474.82,172262
"2019-03-27","Credit","Domestic","POS",31939374.16,503915
"2019-03-27","Credit","Foreign","E-comm",3532672.82,20868
"2019-03-27","Credit","Foreign","POS",14015707.54,141601
"2019-03-27","Debit","Domestic","All",90925906.42,1898610
"2019-03-27","Debit","Foreign","All",1306910.54,24806
"2019-03-27","Mobile","all","all",1072310.58,12726
"2019-03-28","Credit","Domestic","E-comm",11745736.43,189426
"2019-03-28","Credit","Domestic","POS",34524151.03,525483
"2019-03-28","Credit","Foreign","E-comm",3660133.26,21526
"2019-03-28","Credit","Foreign","POS",15206781.4,150864
"2019-03-28","Debit","Domestic","All",93337056.76,1925968
"2019-03-28","Debit","Foreign","All",1444065.73,26271
"2019-03-28","Mobile","all","all",1149105.08,14435
"2019-03-29","Credit","Domestic","E-comm",10234419.83,184647
"2019-03-29","Credit","Domestic","POS",45388775.34,606804
"2019-03-29","Credit","Foreign","E-comm",3969390.91,23520
"2019-03-29","Credit","Foreign","POS",15862819.4800001,160012
"2019-03-29","Debit","Domestic","All",120764643.58,2229883
"2019-03-29","Debit","Foreign","All",1919968.27999999,31353
"2019-03-29","Mobile","all","all",944577.04,14268
"2019-03-30","Credit","Domestic","E-comm",9372131.51,161282
"2019-03-30","Credit","Domestic","POS",59609238.37,647244
"2019-03-30","Credit","Foreign","E-comm",1986671.32,16300
"2019-03-30","Credit","Foreign","POS",15470129.3800001,162227
"2019-03-30","Debit","Domestic","All",147782104.06,2327175
"2019-03-30","Debit","Foreign","All",2317105.94,36570
"2019-03-30","Mobile","all","all",1361982.92,11698
"2019-03-31","Credit","Domestic","E-comm",9138324.77,140661
"2019-03-31","Credit","Domestic","POS",12979023.41,195922
"2019-03-31","Credit","Foreign","E-comm",1994585.88,16804
"2019-03-31","Credit","Foreign","POS",9536040.05000005,108543
"2019-03-31","Debit","Domestic","All",24989043.78,653887
"2019-03-31","Debit","Foreign","All",1182359.34,21753
"2019-03-31","Mobile","all","all",871983.84,5245
"2019-04-01","Credit","Domestic","E-comm",13933409.86,181508
"2019-04-01","Credit","Domestic","POS",27431765.76,476690
"2019-04-01","Credit","Foreign","E-comm",4202514.07,23563
"2019-04-01","Credit","Foreign","POS",12526271.9100001,137812
"2019-04-01","Debit","Domestic","All",81645703.43,1780975
"2019-04-01","Debit","Foreign","All",1196709.77,23365
"2019-04-01","Mobile","all","all",1273502.31,14647
"2019-04-02","Credit","Domestic","E-comm",10959323.72,165038
"2019-04-02","Credit","Domestic","POS",29275802.46,489016
"2019-04-02","Credit","Foreign","E-comm",4276866.76,22808
"2019-04-02","Credit","Foreign","POS",12341559.5800001,133985
"2019-04-02","Debit","Domestic","All",82300535.91,1787149
"2019-04-02","Debit","Foreign","All",1111644.31,22696
"2019-04-02","Mobile","all","all",1153547.23,15425
"2019-04-03","Credit","Domestic","E-comm",14703978.21,186249
"2019-04-03","Credit","Domestic","POS",31655492.67,504867
"2019-04-03","Credit","Foreign","E-comm",5274362.05,25385
"2019-04-03","Credit","Foreign","POS",13188956.47,136842
"2019-04-03","Debit","Domestic","All",88118398.77,1849646
"2019-04-03","Debit","Foreign","All",1153692.56,23089
"2019-04-03","Mobile","all","all",1479659.19,15783
"2019-04-04","Credit","Domestic","E-comm",12358011.39,202678
"2019-04-04","Credit","Domestic","POS",30055002.29,487197
"2019-04-04","Credit","Foreign","E-comm",4289964.66999999,23795
"2019-04-04","Credit","Foreign","POS",13845713.19,138372
"2019-04-04","Debit","Domestic","All",82076552.9499999,1757377
"2019-04-04","Debit","Foreign","All",1178960.22,22865
"2019-04-04","Mobile","all","all",1726012.29,16617
"2019-04-05","Credit","Domestic","E-comm",11311737.59,198714
"2019-04-05","Credit","Domestic","POS",42318198.38,596445
"2019-04-05","Credit","Foreign","E-comm",3865478.32000001,22815
"2019-04-05","Credit","Foreign","POS",16143713.0300001,155176
"2019-04-05","Debit","Domestic","All",115276916.25,2167223
"2019-04-05","Debit","Foreign","All",1583770.09,27876
"2019-04-05","Mobile","all","all",1481431.23,17609
"2019-04-06","Credit","Domestic","E-comm",8495052.43,166022
"2019-04-06","Credit","Domestic","POS",56906324.97,634879
"2019-04-06","Credit","Foreign","E-comm",1729577.64,15879
"2019-04-06","Credit","Foreign","POS",17748113.0599999,156591
"2019-04-06","Debit","Domestic","All",143056923.67,2279640
"2019-04-06","Debit","Foreign","All",2174403.51999999,34658
"2019-04-06","Mobile","all","all",1815209.15,14885
"2019-04-07","Credit","Domestic","E-comm",12265068.42,146507
"2019-04-07","Credit","Domestic","POS",11452600.91,179744
"2019-04-07","Credit","Foreign","E-comm",2305612.59,16849
"2019-04-07","Credit","Foreign","POS",9681166.80000003,107140
"2019-04-07","Debit","Domestic","All",23297979.05,604320
"2019-04-07","Debit","Foreign","All",1263556.42,20787
"2019-04-07","Mobile","all","all",1553924.39,8856
"2019-04-08","Credit","Domestic","E-comm",12467056.49,174329
"2019-04-08","Credit","Domestic","POS",27510834.06,468867
"2019-04-08","Credit","Foreign","E-comm",4190964.15,22161
"2019-04-08","Credit","Foreign","POS",13478516.6800001,142493
"2019-04-08","Debit","Domestic","All",79128668.32,1718850
"2019-04-08","Debit","Foreign","All",1345726.39,25055
"2019-04-08","Mobile","all","all",1582499.45,15096
"2019-04-09","Credit","Domestic","E-comm",9762766.12,164440
"2019-04-09","Credit","Domestic","POS",30147125.86,499312
"2019-04-09","Credit","Foreign","E-comm",4499458.45,21888
"2019-04-09","Credit","Foreign","POS",14961307.2200001,145157
"2019-04-09","Debit","Domestic","All",80967489.69,1747087
"2019-04-09","Debit","Foreign","All",1288139.12,25758
"2019-04-09","Mobile","all","all",1426225.28,15563
"2019-04-10","Credit","Domestic","E-comm",10653666.27,179234
"2019-04-10","Credit","Domestic","POS",32286596.68,518185
"2019-04-10","Credit","Foreign","E-comm",4248261.97999999,22451
"2019-04-10","Credit","Foreign","POS",15575654.8,149734
"2019-04-10","Debit","Domestic","All",85908618.2300001,1813408
"2019-04-10","Debit","Foreign","All",1373761.63,26304
"2019-04-10","Mobile","all","all",1313453.37,15841
"2019-04-11","Credit","Domestic","E-comm",10257446.2,186669
"2019-04-11","Credit","Domestic","POS",34694641.46,531854
"2019-04-11","Credit","Foreign","E-comm",3498126.36999999,21839
"2019-04-11","Credit","Foreign","POS",16483218.75,156247
"2019-04-11","Debit","Domestic","All",85548583.7199999,1812870
"2019-04-11","Debit","Foreign","All",1430367.35,27398
"2019-04-11","Mobile","all","all",1331457.52,15850
"2019-04-12","Credit","Domestic","E-comm",9062802.86,186093
"2019-04-12","Credit","Domestic","POS",42308516.5100001,603018
"2019-04-12","Credit","Foreign","E-comm",3791745.17,21177
"2019-04-12","Credit","Foreign","POS",18756221.57,161967
"2019-04-12","Debit","Domestic","All",108749666.29,2080638
"2019-04-12","Debit","Foreign","All",1750876.5,30712
"2019-04-12","Mobile","all","all",1192850.16,16558
"2019-04-13","Credit","Domestic","E-comm",6877162.04,160717
"2019-04-13","Credit","Domestic","POS",56580601.35,643029
"2019-04-13","Credit","Foreign","E-comm",1677274.13,15761
"2019-04-13","Credit","Foreign","POS",16499174.8500001,157562
"2019-04-13","Debit","Domestic","All",135322644.04,2164932
"2019-04-13","Debit","Foreign","All",2512992.12,37995
"2019-04-13","Mobile","all","all",1397926.42,14343
"2019-04-14","Credit","Domestic","E-comm",8421942.93,141144
"2019-04-14","Credit","Domestic","POS",10826947.22,174618
"2019-04-14","Credit","Foreign","E-comm",1748006.85,16191
"2019-04-14","Credit","Foreign","POS",11347732.4500001,107818
"2019-04-14","Debit","Domestic","All",21252059.23,554884
"2019-04-14","Debit","Foreign","All",1384992.47,21810
"2019-04-14","Mobile","all","all",1123111.98,7964
"2019-04-15","Credit","Domestic","E-comm",10638491.55,167521
"2019-04-15","Credit","Domestic","POS",30194983.95,512182
"2019-04-15","Credit","Foreign","E-comm",3704284.34,21082
"2019-04-15","Credit","Foreign","POS",16090496.5300001,149807
"2019-04-15","Debit","Domestic","All",80793425.2600001,1741464
"2019-04-15","Debit","Foreign","All",1665473.46,29541
"2019-04-15","Mobile","all","all",1171058.6,14930
"2019-04-16","Credit","Domestic","E-comm",9185814.28,159003
"2019-04-16","Credit","Domestic","POS",33504138.18,530630
"2019-04-16","Credit","Foreign","E-comm",3785483.01999999,21008
"2019-04-16","Credit","Foreign","POS",17060449.2600001,144556
"2019-04-16","Debit","Domestic","All",84356527.3,1743953
"2019-04-16","Debit","Foreign","All",1580638.59,29249
"2019-04-16","Mobile","all","all",1359926.67,15464
"2019-04-17","Credit","Domestic","E-comm",8762674.77,159958
"2019-04-17","Credit","Domestic","POS",38212503.85,577873
"2019-04-17","Credit","Foreign","E-comm",3289292.84,20626
"2019-04-17","Credit","Foreign","POS",14534463.33,147418
"2019-04-17","Debit","Domestic","All",98872838.7899999,1913328
"2019-04-17","Debit","Foreign","All",1655384.42,30701
"2019-04-17","Mobile","all","all",1799061.83,15975
"2019-04-18","Credit","Domestic","E-comm",8313128.89,166776
"2019-04-18","Credit","Domestic","POS",47029481.73,672218
"2019-04-18","Credit","Foreign","E-comm",3160175.45,20357
"2019-04-18","Credit","Foreign","POS",16509219.52,158597
"2019-04-18","Debit","Domestic","All",122686736.29,2218729
"2019-04-18","Debit","Foreign","All",2035460.48,34749
"2019-04-18","Mobile","all","all",1628601.91,16266
"2019-04-19","Credit","Domestic","E-comm",5450339.79,124871
"2019-04-19","Credit","Domestic","POS",15446844.8,240709
"2019-04-19","Credit","Foreign","E-comm",2028994.71,15562
"2019-04-19","Credit","Foreign","POS",10081345.2,115539
"2019-04-19","Debit","Domestic","All",32457504.14,757604
"2019-04-19","Debit","Foreign","All",1571865.56,28101
"2019-04-19","Mobile","all","all",1155698.01,7927
"2019-04-20","Credit","Domestic","E-comm",4989513.82,117324
"2019-04-20","Credit","Domestic","POS",56612475.6199999,660544
"2019-04-20","Credit","Foreign","E-comm",1216935.43,13206
"2019-04-20","Credit","Foreign","POS",17833698.52,173818
"2019-04-20","Debit","Domestic","All",137584141.29,2144998
"2019-04-20","Debit","Foreign","All",3020198.99,48791
"2019-04-20","Mobile","all","all",1569426.68,12579
"2019-04-21","Credit","Domestic","E-comm",4899532.8,106058
"2019-04-21","Credit","Domestic","POS",11464647.66,168760
"2019-04-21","Credit","Foreign","E-comm",1195614.8,12224
"2019-04-21","Credit","Foreign","POS",8903466.66000005,107673
"2019-04-21","Debit","Domestic","All",19582256.34,485670
"2019-04-21","Debit","Foreign","All",1195012.33,23033
"2019-04-21","Mobile","all","all",816853.99,6223
"2019-04-22","Credit","Domestic","E-comm",6905144.02,126844
"2019-04-22","Credit","Domestic","POS",14764813.42,215386
"2019-04-22","Credit","Foreign","E-comm",2101583.6,15077
"2019-04-22","Credit","Foreign","POS",10755480.91,109801
"2019-04-22","Debit","Domestic","All",27367821.95,643273
"2019-04-22","Debit","Foreign","All",1426443.93,25954
"2019-04-22","Mobile","all","all",1108153.34,7956
"2019-04-23","Credit","Domestic","E-comm",10939424.2,170444
"2019-04-23","Credit","Domestic","POS",32996354.37,532903
