"Indizes / Veränderungen","Nominal / Real","Branche / Warengruppe","Monat","Unbereinigt","Kalenderbereinigt","Saisonbereinigt","Trend"
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M02",0.2,0.2,-0.5,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M03",0.3,-0.4,-0.3,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M04",-1.1,1.4,1.6,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M05",5.5,2.6,-0.6,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M06",0.5,1.8,1.1,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M07",1.8,2.6,0.0,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M08",4.5,4.2,1.4,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M09",2.3,2.0,-2.0,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M10",0.1,0.8,0.1,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M11",2.9,2.5,1.4,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2006M12",0.4,4.4,0.4,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M01",3.7,3.3,1.0,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M02",2.8,2.8,-1.0,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M03",5.8,5.0,1.5,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M04",2.4,3.9,0.9,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M05",2.1,2.9,-1.9,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M06",4.1,2.4,0.6,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M07",3.1,3.7,0.9,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M08",3.7,3.6,1.5,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M09",2.6,4.8,-0.6,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M10",6.7,4.6,-0.2,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M11",3.7,3.6,1.0,0.4
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2007M12",2.3,3.6,-0.3,0.4
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M01",2.9,2.7,0.6,0.4
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M02",9.4,5.0,1.1,0.4
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M03",-0.4,3.3,-0.7,0.4
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M04",4.1,0.8,-0.8,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M05",9.5,7.9,4.5,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M06",2.3,5.5,-1.6,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M07",8.1,5.2,0.2,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M08",1.3,3.2,0.1,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M09",8.4,7.6,3.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M10",4.3,3.2,-4.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M11",-0.6,1.2,-0.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2008M12",4.4,3.4,1.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M01",1.8,1.5,-0.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M02",-3.1,0.9,0.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M03",1.4,1.6,-0.7,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M04",1.4,1.5,-0.1,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M05",-1.6,0.0,2.1,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M06",0.7,0.3,-1.4,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M07",0.9,0.6,0.3,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M08",-1.3,-0.3,-0.2,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M09",-2.1,-2.8,0.8,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M10",3.7,3.3,1.5,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M11",-0.2,0.8,-2.4,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2009M12",3.2,2.7,3.0,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M01",-0.8,1.5,-1.3,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M02",2.0,2.0,0.8,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M03",7.8,3.7,0.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M04",0.6,2.5,-0.7,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M05",-1.7,0.5,-0.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M06",3.5,1.5,-0.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M07",2.7,2.3,1.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M08",3.2,1.4,-0.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M09",2.5,2.1,1.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M10",-2.0,0.1,-0.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M11",4.4,2.6,0.0,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2010M12",1.4,-1.0,-0.5,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M01",-1.3,-1.7,-1.7,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M02",-1.1,-1.1,1.6,-0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M03",-1.9,-0.8,-0.2,-0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M04",4.1,1.9,2.6,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M05",1.7,-2.1,-4.8,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M06",-2.3,0.8,1.9,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M07",-2.8,-0.7,0.4,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M08",-3.4,-4.0,-3.7,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M09",-4.0,-4.1,1.2,-0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M10",-3.3,-2.6,1.0,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M11",-2.1,-2.7,-0.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2011M12",-2.1,-3.4,-0.9,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M01",1.2,0.3,2.3,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M02",1.4,-2.7,-1.1,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M03",2.8,1.7,3.5,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M04",-7.0,-3.7,-2.7,0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M05",1.1,2.6,1.5,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M06",5.1,1.1,-0.4,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M07",-1.1,0.2,0.3,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M08",3.8,3.4,-0.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M09",0.8,2.6,0.7,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M10",2.7,1.3,-0.1,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M11",1.9,1.5,-0.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2012M12",-2.8,2.4,0.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M01",1.0,0.4,0.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M02",-2.8,1.2,0.0,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M03",-3.5,-2.0,-0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M04",2.5,1.2,0.6,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M05",0.3,0.1,0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M06",-1.4,0.7,-0.7,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M07",1.7,-0.3,0.3,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M08",2.0,1.7,0.8,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M09",-0.9,0.1,-0.7,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M10",0.4,-0.4,-0.4,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M11",3.5,3.2,2.2,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2013M12",0.5,1.5,-1.1,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M01",-0.7,-0.7,-1.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M02",0.3,0.3,1.2,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M03",0.4,2.1,0.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M04",2.2,0.6,-0.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M05",1.2,-0.5,-0.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M06",-0.2,2.2,1.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M07",-0.5,-1.2,-2.3,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M08",-1.0,1.1,2.8,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M09",2.0,0.3,-1.4,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M10",0.3,-0.1,-0.7,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M11",-3.4,-1.4,0.3,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2014M12",3.4,1.5,1.9,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M01",0.8,0.5,-2.0,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M02",-1.7,-1.7,-1.0,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M03",-0.8,-1.7,0.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M04",-1.8,-0.6,0.2,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M05",-4.3,-0.9,-0.2,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M06",2.6,-0.6,1.0,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M07",0.9,0.6,-0.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M08",-3.2,-2.2,-0.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M09",-0.1,-0.7,0.2,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M10",0.1,-0.3,-0.3,-0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M11",-2.6,-1.6,-1.4,-0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2015M12",-1.4,-1.9,1.9,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M01",-3.4,-1.2,-1.0,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M02",2.8,-0.6,-0.6,-0.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M03",-0.9,-1.7,-0.6,-0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M04",0.8,-1.5,0.4,-0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M05",-2.1,-1.6,0.1,-0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M06",-2.5,-3.5,-1.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M07",-4.3,-2.6,0.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M08",0.7,-1.7,0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M09",-1.5,-2.0,0.0,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M10",-3.1,-0.4,1.1,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M11",3.1,0.6,-0.8,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2016M12",-0.7,-4.4,-2.8,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M01",1.0,-0.3,3.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M02",-2.3,1.1,0.6,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M03",4.2,3.4,1.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M04",-3.1,-0.6,-3.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M05",3.6,0.7,1.8,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M06",1.2,2.6,-0.2,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M07",0.6,1.3,-0.2,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M08",0.3,-0.1,-0.8,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M09",3.0,2.7,3.0,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M10",-1.2,-0.6,-2.4,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M11",2.7,2.4,1.8,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2017M12",0.3,4.3,-0.4,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M01",1.2,0.8,0.2,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M02",0.5,0.5,-0.1,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M03",1.2,-0.1,0.9,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M04",1.1,3.1,-0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M05",-0.1,0.7,-0.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M06",3.8,2.1,0.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M07",0.8,1.4,-0.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M08",2.8,2.7,0.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M09",-3.9,-1.9,-1.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M10",4.4,2.3,1.8,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M11",0.5,0.5,-0.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2018M12",-1.1,0.3,0.1,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M01",0.7,0.4,0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M02",0.6,0.6,-0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M03",-3.1,-0.1,0.1,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M04",3.7,0.9,0.8,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M05",2.0,0.4,-0.9,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M06",-1.9,1.6,2.1,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M07",4.3,2.3,-0.2,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M08",1.1,0.8,-1.2,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M09",1.4,2.5,0.3,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M10",1.6,0.9,0.4,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M11",2.4,2.1,0.2,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2019M12",0.6,1.5,0.3,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M01",0.5,0.5,-0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M02",6.6,2.0,0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M03",-6.1,-4.8,-6.7,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M04",-17.2,-18.0,-12.8,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M05",7.3,9.2,31.7,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M06",5.4,4.6,-2.1,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M07",5.9,4.7,0.1,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M08",1.2,4.4,-1.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M09",5.4,2.9,-1.2,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M10",7.6,6.8,4.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M11",0.3,3.4,-3.3,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2020M12",8.5,5.9,3.4,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M01",-1.8,0.2,-5.8,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M02",-11.7,-7.7,-7.8,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M03",27.5,22.7,23.8,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M04",34.9,37.4,-1.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M05",-1.4,0.8,-3.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M06",0.9,-1.1,-3.6,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M07",-2.8,-3.2,-1.9,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M08",2.0,0.2,1.0,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M09",1.3,0.9,-0.5,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M10",-2.5,-0.5,3.5,4.3
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M11",4.9,3.0,-0.1,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2021M12",0.9,-1.5,-0.7,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M01",5.0,4.5,-0.1,0.0
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M02",13.3,13.3,-0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M03",-8.4,-7.3,1.2,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M04",-4.2,-6.3,-0.2,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M05",-0.2,-1.9,-0.1,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M06",-0.1,0.9,-0.7,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M07",1.0,3.1,0.6,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M08",3.7,3.1,0.5,0.1
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M09",4.0,4.0,0.3,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M10",-1.3,-0.6,-0.7,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M11",1.0,0.4,0.6,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2022M12",0.2,-1.2,-1.8,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2023M01",1.7,0.7,1.7,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2023M02",2.4,2.4,0.9,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2023M03",1.8,1.5,0.0,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2023M04",-3.3,-1.3,-2.4,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2023M05",2.1,2.0,2.7,0.2
"Veränderungen","Nominal","47 (ohne 473): Total Detailhandel ohne Tankstellen","2023M06",6.4,4.9,2.1,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M01",*,*,*,*
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M02",*,*,0.9,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M03",*,*,-0.9,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M04",*,*,2.2,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M05",*,*,-1.1,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M06",*,*,-2.7,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M07",*,*,2.5,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M08",*,*,0.1,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M09",*,*,0.4,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M10",*,*,0.0,0.0
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M11",*,*,-0.5,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2000M12",*,*,0.4,0.1
"Veränderungen","Nominal","4711, 472: Detailhandel mit Nahrungsmitteln, Getränken, Tabakwaren","2001M01",3.1,1.6,0.5,0.2
